156 3796416 6.839712
157 3869893 35.760033
158 3944312 11.748064
159 4019679 38.431808
160 4096000 4.030912
161 4173281 39.062366
162 4251528 4.526272
163 4330747 53.510044
164 4410944 9.446848
165 4492125 54.707909
166 4574296 13.942432
167 4657463 56.430466
168 4741632 6.533984
169 4826809 57.132797
170 4913000 8.752128
171 5000211 58.849213
172 5088448 11.676448
173 5177717 60.047874
174 5268024 10.240640
175 5359375 16.352097
176 5451776 8.372224
177 5545233 70.381729
178 5639752 18.984383
179 5735339 64.618301
180 5832000 8.132640
181 5929741 62.315937
182 6028568 10.057888
183 6128487 63.662018
184 6229504 9.679872
185 6331625 65.001122
186 6434856 12.666080
187 6539203 67.170242
188 6644672 15.912001
189 6751269 21.026880
190 6859000 11.660065
191 6967871 75.256607
192 7077888 7.806048
193 7189057 63.387810
194 7301384 26.019232
195 7414875 64.574905
196 7529536 7.720768
197 7645373 66.257156
198 7762392 12.906464
199 7880599 67.821281
200 8000000 7.965568
201 8120601 76.097794
202 8242408 29.475647
203 8365427 78.158340
204 8489664 15.857759
205 8615125 76.759262
206 8741816 31.046080
207 8869743 78.276253
208 8998912 12.437056
209 9129329 80.065727
210 9261000 15.199072
211 9393931 81.541695
212 9528128 20.857727
213 9663597 84.844513
214 9800344 36.661568
215 9938375 85.160477
216 10077696 10.055904
217 10218313 120.527107
218 10360232 38.655327
219 10503459 122.056732
220 10648000 19.176159
221 10793861 124.686630
222 10941048 24.871616
223 11089567 126.632477
224 11239424 10.877920
225 11390625 36.970398
226 11543176 47.111198
227 11697083 135.180573
228 11852352 21.336800
229 12008989 137.433472
230 12167000 22.262400
231 12326391 141.724899
232 12487168 20.364929
233 12649337 152.164764
234 12812904 21.522945
235 12977875 144.806335
236 13144256 30.219584
237 13312053 147.600006
238 13481272 24.399136
239 13651919 150.272583
240 13824000 18.628193
242 14172488 29.202305
243 14348907 45.795647
244 14526784 39.804256
245 14706125 46.574722
246 14886936 35.068928
248 15252992 25.374977
250 15625000 16.160191
252 16003008 21.909056
254 16387064 69.722809
256 16777216 12.980991
258 17173512 42.906364
260 17576000 32.009346
264 18399744 33.966820
266 18821096 34.409058
268 19248832 52.869789
270 19683000 24.945087
272 20123648 29.248672
276 21024576 40.086239
280 21952000 30.038368
282 22425768 58.312225
284 22906304 65.692734
286 23393656 48.458176
288 23887872 23.561214
290 24389000 47.046974
292 24897088 71.125885
294 25412184 32.110176
296 25934336 51.905373
300 27000000 36.404419
304 28094464 38.776382
306 28652616 50.218658
308 29218112 51.871391
310 29791000 58.143551
312 30371328 53.448223
316 31554496 96.405022
318 32157432 77.420738
320 32768000 31.873472
322 33386248 59.844383
324 34012224 35.343170
328 35287552 73.152031
330 35937000 74.898460
332 36594368 113.031265
336 37933056 51.001854
338 38614472 81.693794
340 39304000 75.036125
342 40001688 67.960701
344 40707584 89.868385
348 42144192 84.640129
350 42875000 53.758339
352 43614208 59.212158
354 44361864 112.505379
356 45118016 153.109085
360 46656000 63.884930
364 48228544 86.001282
366 49027896 145.071075
368 49836032 75.178726
370 50653000 116.029831
372 51478848 106.278336
374 52313624 113.442047
376 53157376 123.088028
378 54010152 68.336548
380 54872000 100.678238
384 56623104 63.191010
388 58411072 212.034561
390 59319000 125.457184
392 60236288 59.520737
396 62099136 117.310623
400 64000000 63.548576
402 64964808 195.040833
404 65939264 241.181854
406 66923416 127.095520
408 67917312 130.853882
410 68921000 163.268219
