1 1 0.033888
2 8 0.095136
3 27 0.086304
4 64 0.078944
5 125 0.086560
6 216 0.113408
7 343 0.096320
8 512 0.105472
9 729 0.112032
10 1000 0.115648
11 1331 0.179168
12 1728 0.132320
13 2197 0.181312
14 2744 0.120480
15 3375 0.144352
16 4096 0.112448
17 4913 0.140128
18 5832 0.135168
19 6859 0.216704
20 8000 0.102528
21 9261 0.162624
22 10648 0.122176
23 12167 0.178784
24 13824 0.132512
25 15625 0.197536
26 17576 0.126144
27 19683 0.219136
28 21952 0.141984
29 24389 0.229088
30 27000 0.150592
31 29791 0.252320
32 32768 0.113664
33 35937 0.459104
34 39304 0.143584
35 42875 0.269120
36 46656 0.155776
37 50653 0.571776
38 54872 0.167968
39 59319 0.636256
40 64000 0.147552
41 68921 0.693888
42 74088 0.179200
43 79507 0.752320
44 85184 0.207200
45 91125 0.421920
46 97336 0.229792
47 103823 0.892736
48 110592 0.191040
49 117649 0.568832
50 125000 0.211392
51 132651 1.071520
52 140608 0.292672
53 148877 1.153696
54 157464 0.252608
55 166375 1.242592
56 175616 0.239904
57 185193 1.335616
58 195112 0.415904
59 205379 1.427264
60 216000 0.386016
61 226981 1.513792
62 238328 0.498688
63 250047 0.946752
64 262144 0.234720
65 274625 2.814304
66 287496 0.587264
67 300763 3.013056
68 314432 0.577856
69 328509 3.072864
70 343000 0.530880
71 357911 3.263616
72 373248 0.459904
73 389017 4.597792
74 405224 0.932096
75 421875 1.420640
76 438976 0.759648
77 456533 4.545184
78 474552 0.922560
79 493039 4.792864
80 512000 0.603392
81 531441 1.921184
82 551368 1.263840
83 571787 7.429664
84 592704 0.916672
85 614125 7.535168
86 636056 1.525184
87 658503 7.888480
88 681472 1.064832
89 704969 8.299296
90 729000 1.067424
91 753571 8.542528
92 778688 1.361440
93 804357 8.941024
94 830584 2.042528
95 857375 9.331744
96 884736 1.056832
97 912673 8.536192
98 941192 1.066336
99 970299 8.890720
100 1000000 1.114656
101 1030301 9.553504
102 1061208 1.990048
103 1092727 9.892609
104 1124864 1.706272
105 1157625 4.390144
106 1191016 2.659872
107 1225043 10.887745
108 1259712 1.415040
109 1295029 13.356576
110 1331000 2.290944
111 1367631 15.336063
112 1404928 1.544864
113 1442897 14.451103
114 1481544 2.649920
115 1520875 17.153120
116 1560896 2.744992
117 1601613 17.733248
118 1643032 3.843328
119 1685159 18.394880
120 1728000 2.448960
121 1771561 16.671488
122 1815848 5.039488
123 1860867 18.326145
124 1906624 3.421696
125 1953125 5.905888
126 2000376 2.631904
127 2048383 12.226944
128 2097152 1.408064
129 2146689 24.724575
130 2197000 3.793152
131 2248091 25.645344
132 2299968 4.163104
133 2352637 26.382912
134 2406104 6.542176
135 2460375 7.816608
136 2515456 3.889088
137 2571353 24.329472
138 2628072 4.888576
139 2685619 25.071712
140 2744000 3.850432
141 2803221 26.107872
142 2863288 8.177279
143 2924207 26.396799
144 2985984 3.100000
145 3048625 34.714943
146 3112136 8.804224
147 3176523 9.904512
148 3241792 6.741696
149 3307949 36.820705
150 3375000 4.252800
151 3442951 34.006943
152 3511808 5.101760
153 3581577 35.076481
154 3652264 6.106880
155 3723875 36.070114
